"","SCHOOL_TYPE","RACE","FAM_COMP","SES","PT_ED","PT_PUSH","COMP_AND_INTERNET","PERC_SOPH_COLLEGE_PREP","LOWEST_TEACHER_SALARY_THOUSANDS","TEST_COMP","SESQU_2011","DROPPED_OUT","ED_ATNMT_BACHELORS","PT_ED_YEARS","PT_PUSH_YEARS","LH_LACK_OF_SPACE","LH_POOR_BUILDINGS","LH_POOR_HEATING_AIR_LIGHT","LH_LACK_TEXT","LH_POOR_FACILITIES","LH_POOR_TECH","FREE_LUNCH_CATEGORIES","FREE_LUNCH_MAJ","MATH_PUSH_YEARS","ENGLISH_PUSH_YEARS","ED_ATNMT","TEST_COMP_QU"
"8735","Public","API","Two Parents",1.37,"Advanced Degree","Bachelor's",TRUE,98,13.68,68.04,"3",FALSE,TRUE,12,8,"Yes","Yes","Yes","No",TRUE,FALSE,"<=5%",FALSE,10,10,"Bachelors",4
"8736","Public","White","Two Parents",1.78,"Advanced Degree","Advanced Degree",TRUE,98,13.68,52.75,"4",FALSE,TRUE,12,10,"Yes","Yes","Yes","No",TRUE,FALSE,"<=5%",FALSE,8,8,"Master's/
Post-Bacc. Cert.",3
"8737","Public","White","Two Parents",1.45,"Advanced Degree","Advanced Degree",TRUE,98,13.68,58.02,"4",FALSE,TRUE,10,10,"Yes","Yes","Yes","No",TRUE,FALSE,"<=5%",FALSE,NA,8,"Bachelors",4
"8738","Public",NA,"Two Parents",NA,NA,"Bachelor's",NA,98,13.68,66.29,NA,FALSE,NA,NA,8,"Yes","Yes","Yes","No",TRUE,FALSE,"<=5%",FALSE,NA,NA,NA,4
"8739","Public","API","Two Parents",0.63,"Bachelors","Bachelor's",TRUE,98,13.68,58.45,NA,FALSE,NA,8,8,"Yes","Yes","Yes","No",TRUE,FALSE,"<=5%",FALSE,8,NA,NA,4
"8740","Public",NA,"Two Parents",NA,NA,"Bachelor's",NA,98,13.68,49.57,NA,FALSE,NA,NA,8,"Yes","Yes","Yes","No",TRUE,FALSE,"<=5%",FALSE,NA,NA,NA,2
"8741","Public","API","Two Parents",1.24,"Advanced Degree","Advanced Degree",TRUE,98,13.68,69.97,"4",FALSE,TRUE,10,10,"Yes","Yes","Yes","No",TRUE,FALSE,"<=5%",FALSE,8,NA,"Bachelors",4
"8742","Public",NA,"Two Parents",NA,NA,NA,NA,98,13.68,45.11,"1",FALSE,FALSE,NA,6,"Yes","Yes","Yes","No",TRUE,FALSE,"<=5%",FALSE,NA,NA,"Associates/
Some Undergrad",2
"8743","Public",NA,"Two Parents",NA,NA,NA,NA,98,13.68,69.3,"1",FALSE,FALSE,NA,7,"Yes","Yes","Yes","No",TRUE,FALSE,"<=5%",FALSE,NA,NA,"Associates/
Some Undergrad",4
"8744","Public",NA,"Two Parents",NA,NA,"Bachelor's",NA,98,13.68,59.62,NA,FALSE,NA,NA,8,"Yes","Yes","Yes","No",TRUE,FALSE,"<=5%",FALSE,NA,NA,NA,4
"8745","Public","Hispanic","Two Parents",0.9,"Advanced Degree","Advanced Degree",TRUE,98,13.68,58.13,"4",FALSE,TRUE,12,10,"Yes","Yes","Yes","No",TRUE,FALSE,"<=5%",FALSE,8,8,"Bachelors",4
"8746","Public","White","Two Parents",1.15,"Bachelors","Advanced Degree",TRUE,98,13.68,68.18,"4",FALSE,TRUE,8,10,"Yes","Yes","Yes","No",TRUE,FALSE,"<=5%",FALSE,8,8,"Bachelors",4
"8747","Public","API","Single/Absent Parent",1.33,"Advanced Degree","Advanced Degree",TRUE,98,13.68,71.99,"4",FALSE,TRUE,12,12,"Yes","Yes","Yes","No",TRUE,FALSE,"<=5%",FALSE,12,10,"Bachelors",4
"8748","Public","White","Two Parents",1.47,"Advanced Degree","Advanced Degree",TRUE,98,13.68,55.41,"4",FALSE,TRUE,10,10,"Yes","Yes","Yes","No",TRUE,FALSE,"<=5%",FALSE,8,8,"Master's/
Post-Bacc. Cert.",3
"8749","Public","API","Two Parents",0.18,"Bachelors","Bachelor's",TRUE,98,13.68,53.15,"3",FALSE,FALSE,8,8,"Yes","Yes","Yes","No",TRUE,FALSE,"<=5%",FALSE,10,NA,"Associates/
Some Undergrad",3
"8750","Public","API","Two Parents",1.72,"Advanced Degree","Bachelor's",TRUE,98,13.68,55.15,"4",FALSE,TRUE,12,8,"Yes","Yes","Yes","No",TRUE,FALSE,"<=5%",FALSE,12,10,"PhD",3
"8751","Public",NA,"Two Parents",NA,NA,"Advanced Degree",NA,98,13.68,55.68,NA,FALSE,NA,NA,12,"Yes","Yes","Yes","No",TRUE,FALSE,"<=5%",FALSE,NA,NA,NA,3
"8752","Public","White","Two Parents",1.37,"Advanced Degree","Advanced Degree",TRUE,98,13.68,60.63,"4",FALSE,TRUE,12,12,"Yes","Yes","Yes","No",TRUE,FALSE,"<=5%",FALSE,8,8,"Master's/
Post-Bacc. Cert.",4
"8753","Public","Hispanic","Two Parents",-1.23,"Some HS/GED","Bachelor's",TRUE,98,13.68,62.82,"4",FALSE,TRUE,1,8,"Yes","Yes","Yes","No",TRUE,FALSE,"<=5%",FALSE,NA,6,"Bachelors",4
"8754","Public","White","Two Parents",1.45,"Advanced Degree","Advanced Degree",TRUE,98,13.68,56.85,"3",FALSE,TRUE,12,12,"Yes","Yes","Yes","No",TRUE,FALSE,"<=5%",FALSE,8,8,"Bachelors",3
"8755","Public","API","Two Parents",1.2,"Bachelors","Bachelor's",TRUE,98,13.68,67.77,NA,FALSE,NA,8,8,"Yes","Yes","Yes","No",TRUE,FALSE,"<=5%",FALSE,12,12,NA,4
"8756","Public","API","Two Parents",0.56,"Bachelors","Bachelor's",TRUE,98,13.68,66.78,"4",FALSE,TRUE,8,8,"Yes","Yes","Yes","No",TRUE,FALSE,"<=5%",FALSE,8,10,"Bachelors",4
"8757","Public","API","Two Parents",1.39,"Advanced Degree","Advanced Degree",TRUE,98,13.68,66.73,"4",FALSE,TRUE,10,10,"Yes","Yes","Yes","No",TRUE,FALSE,"<=5%",FALSE,10,NA,"Bachelors",4
"8758","Public","Hispanic","Single/Absent Parent",-0.36,"Attend PS/Associate's","Advanced Degree",TRUE,55,35,46.5,"2",FALSE,FALSE,5,10,"Yes","Yes","Yes","Yes",TRUE,TRUE,"<=30%",FALSE,NA,NA,"Associates/
Some Undergrad",2
"8759","Public","White","Two Parents",0.12,"Some HS/GED",NA,TRUE,55,35,52.93,"1",FALSE,FALSE,4,7,"Yes","Yes","Yes","Yes",TRUE,TRUE,"<=50%",FALSE,8,8,"GED",3
"8760","Public","White","Two Parents",0.43,"Attend PS/Associate's","Bachelor's",TRUE,55,35,51.27,"2",FALSE,FALSE,7,8,"Yes","Yes","Yes","Yes",TRUE,TRUE,"<=50%",FALSE,4,7,"Associates/
Some Undergrad",3
"8761","Public","White","Two Parents",-0.71,"Attend PS/Associate's","Advanced Degree",TRUE,55,35,57.69,"1",TRUE,FALSE,5,10,"Yes","Yes","Yes","Yes",TRUE,TRUE,"<=30%",FALSE,2,NA,"Associates/
Some Undergrad",4
"8762","Public","Hispanic","Single/Absent Parent",-0.45,"Attend PS/Associate's","Advanced Degree",FALSE,55,35,49.12,"1",TRUE,FALSE,5,10,"Yes","Yes","Yes","Yes",TRUE,TRUE,"<=30%",FALSE,NA,NA,"GED",2
"8763","Public","Hispanic","Two Parents",-0.6,"Some HS/GED","Bachelor's",FALSE,55,35,48.35,NA,FALSE,NA,4,8,"Yes","Yes","Yes","Yes",TRUE,TRUE,"<=50%",FALSE,NA,4,NA,2
"8764","Public","White","Single/Absent Parent",-0.32,"Attend PS/Associate's","Advanced Degree",TRUE,55,35,65.79,"3",FALSE,FALSE,5,10,"Yes","Yes","Yes","Yes",TRUE,TRUE,"<=50%",FALSE,8,10,"Associates/
Some Undergrad",4
"8765","Public","API","Single/Absent Parent",-0.61,"Bachelors","Advanced Degree",FALSE,55,35,52.97,"4",FALSE,TRUE,8,12,"Yes","Yes","Yes","Yes",TRUE,TRUE,"<=50%",FALSE,NA,NA,"PhD",3
"8766","Public","AI/AN/Mixed","Two Parents",0.46,"Bachelors","Bachelor's",TRUE,55,35,51.74,"3",FALSE,FALSE,8,8,"Yes","Yes","Yes","Yes",TRUE,TRUE,"<=50%",FALSE,4,7,"Associates/
Some Undergrad",3
"8767","Public","Hispanic","Two Parents",-0.27,"Attend PS/Associate's","Advanced Degree",TRUE,55,35,49.34,"1",FALSE,FALSE,5,10,"Yes","Yes","Yes","Yes",TRUE,TRUE,"<=50%",FALSE,NA,6,"Associates/
Some Undergrad",2
"8768","Public","Hispanic","Two Parents",-1.17,"Some HS/GED","Bachelor's",FALSE,55,35,31.43,NA,TRUE,NA,1,8,"Yes","Yes","Yes","Yes",TRUE,TRUE,"<=30%",FALSE,4,4,NA,1
"8769","Public","White","Two Parents",-0.06,"Attend PS/Associate's","Bachelor's",TRUE,55,35,52.67,"3",FALSE,FALSE,6,8,"Yes","Yes","Yes","Yes",TRUE,TRUE,"<=50%",FALSE,6,6,"Associates/
Some Undergrad",3
"8770","Public","White","Single/Absent Parent",-0.18,"Attend PS/Associate's","Advanced Degree",TRUE,55,35,49.84,"2",FALSE,FALSE,6,10,"Yes","Yes","Yes","Yes",TRUE,TRUE,"<=30%",FALSE,4,6,"Associates/
Some Undergrad",2
"8771","Public","Hispanic","Single/Absent Parent",-0.53,"Attend PS/Associate's","Some HS/GED",TRUE,55,35,44.99,"1",FALSE,FALSE,7,4,"Yes","Yes","Yes","Yes",TRUE,TRUE,"<=50%",FALSE,NA,6,"Associates/
Some Undergrad",2
"8772","Public","White","Single/Absent Parent",-0.37,"Advanced Degree","Some HS/GED",TRUE,55,35,47.4,NA,FALSE,NA,10,4,"Yes","Yes","Yes","Yes",TRUE,TRUE,"<=30%",FALSE,4,8,NA,2
"8773","Public","White","Two Parents",0.09,"Attend PS/Associate's",NA,TRUE,55,35,56.9,"4",FALSE,FALSE,6,6,"Yes","Yes","Yes","Yes",TRUE,TRUE,"<=50%",FALSE,7,8,"Associates/
Some Undergrad",3
"8774","Public","White","Two Parents",0.74,"Bachelors",NA,FALSE,55,35,30.46,"1",FALSE,FALSE,8,6,"Yes","Yes","Yes","Yes",TRUE,TRUE,"<=50%",FALSE,7,NA,"GED",1
"8775","Public","Black","Two Parents",0.44,"Advanced Degree","Bachelor's",TRUE,55,35,47.37,"4",FALSE,TRUE,10,8,"Yes","Yes","Yes","Yes",TRUE,TRUE,"<=30%",FALSE,8,10,"Master's/
Post-Bacc. Cert.",2
"8776","Public","White","Two Parents",0.74,"Bachelors","Advanced Degree",TRUE,55,35,59.76,"4",FALSE,TRUE,8,10,"Yes","Yes","Yes","Yes",TRUE,TRUE,"<=50%",FALSE,8,10,"Bachelors",4
"8777","Public","White","Two Parents",0.91,"Advanced Degree","Advanced Degree",TRUE,55,35,61.07,"4",FALSE,TRUE,10,10,"Yes","Yes","Yes","Yes",TRUE,TRUE,"<=50%",FALSE,8,10,"Master's/
Post-Bacc. Cert.",4
"8778","Public","Hispanic","Two Parents",-1.12,"Some HS/GED","Bachelor's",FALSE,-7,NA,40.53,"2",TRUE,FALSE,1,8,NA,NA,NA,NA,NA,NA,"<=75%",TRUE,4,6,"Associates/
Some Undergrad",1
"8779","Public","Hispanic","Two Parents",0.15,"Attend PS/Associate's","Bachelor's",TRUE,-7,NA,56.81,"3",FALSE,FALSE,6,8,NA,NA,NA,NA,NA,NA,"<=50%",FALSE,NA,8,"Associates/
Some Undergrad",3
"8780","Public","API","Single/Absent Parent",-0.59,"Bachelors","Advanced Degree",TRUE,-7,NA,55.62,"4",FALSE,FALSE,8,12,NA,NA,NA,NA,NA,NA,"<=50%",FALSE,NA,10,"Associates/
Some Undergrad",3
"8781","Public","Hispanic","Two Parents",-1.27,"Some HS/GED","Bachelor's",NA,-7,NA,46.91,"1",TRUE,FALSE,1,8,NA,NA,NA,NA,NA,NA,"<=75%",TRUE,4,4,"GED",2
"8782","Public","Hispanic","Two Parents",-0.06,"Attend PS/Associate's","Bachelor's",TRUE,-7,NA,40.15,NA,FALSE,NA,5,8,NA,NA,NA,NA,NA,NA,"<=50%",FALSE,6,NA,NA,1
"8783","Public","Black","Single/Absent Parent",-0.94,"Attend PS/Associate's","Bachelor's",FALSE,-7,NA,49.67,"2",FALSE,FALSE,6,8,NA,NA,NA,NA,NA,NA,"<=50%",FALSE,6,8,"Associates/
Some Undergrad",2
"8784","Public","Hispanic","Two Parents",0.38,"Attend PS/Associate's",NA,TRUE,-7,NA,36.15,"1",TRUE,FALSE,6,6,NA,NA,NA,NA,NA,NA,"<=75%",TRUE,4,4,"GED",1
"8785","Public","Hispanic","Two Parents",-1.21,"Some HS/GED",NA,FALSE,-7,NA,37.13,NA,TRUE,NA,1,6,NA,NA,NA,NA,NA,NA,"<=75%",TRUE,2,4,NA,1
"8786","Public","Black","Single/Absent Parent",-0.08,"Bachelors","Some HS/GED",NA,-7,NA,46.71,NA,FALSE,NA,8,4,NA,NA,NA,NA,NA,NA,"<=50%",FALSE,NA,8,NA,2
"8787","Public","AI/AN/Mixed","Single/Absent Parent",-0.34,"Bachelors","Bachelor's",FALSE,-7,NA,38.05,NA,FALSE,NA,8,8,NA,NA,NA,NA,NA,NA,"<=50%",FALSE,6,8,NA,1
"8788","Public","API","Two Parents",-1.18,"Some HS/GED","Bachelor's",TRUE,-7,NA,39.76,"2",FALSE,FALSE,4,8,NA,NA,NA,NA,NA,NA,"<=50%",FALSE,NA,8,"Associates/
Some Undergrad",1
"8789","Public","Hispanic","Single/Absent Parent",0.2,"Bachelors","Advanced Degree",NA,-7,NA,58.45,"1",TRUE,FALSE,8,12,NA,NA,NA,NA,NA,NA,"<=75%",TRUE,NA,8,"Associates/
Some Undergrad",4
"8790","Public","API","Two Parents",-0.21,"Attend PS/Associate's","Advanced Degree",TRUE,-7,NA,51.78,"4",FALSE,TRUE,6,10,NA,NA,NA,NA,NA,NA,"<=50%",FALSE,NA,8,"Bachelors",3
"8791","Public","API","Two Parents",-0.67,"Some HS/GED","Bachelor's",TRUE,-7,NA,46.58,"3",FALSE,TRUE,4,8,NA,NA,NA,NA,NA,NA,"<=50%",FALSE,8,8,"Bachelors",2
"8792","Public","API","Two Parents",-0.53,"Bachelors","Advanced Degree",NA,-7,NA,34.98,NA,TRUE,NA,8,12,NA,NA,NA,NA,NA,NA,"<=75%",TRUE,4,6,NA,1
"8793","Public","AI/AN/Mixed","Single/Absent Parent",-0.08,"Attend PS/Associate's",NA,FALSE,-7,NA,63.82,"3",TRUE,FALSE,5,6,NA,NA,NA,NA,NA,NA,"<=50%",FALSE,NA,8,"No GED",4
"8794","Public","API","Two Parents",0.55,"Advanced Degree","Bachelor's",TRUE,-7,NA,59.76,"4",TRUE,TRUE,12,8,NA,NA,NA,NA,NA,NA,"<=75%",TRUE,8,8,"Bachelors",4
"8795","Public","Black","Two Parents",-0.25,"Some HS/GED","Advanced Degree",NA,-7,NA,51.16,"4",TRUE,TRUE,4,12,NA,NA,NA,NA,NA,NA,"<=50%",FALSE,8,10,"Bachelors",3
"8796","Public","Hispanic","Single/Absent Parent",-1.51,"Some HS/GED","Advanced Degree",FALSE,-7,NA,28.77,NA,FALSE,NA,1,12,NA,NA,NA,NA,NA,NA,"<=75%",TRUE,2,2,NA,1
"8797","Public","API","Single/Absent Parent",-0.65,"Attend PS/Associate's","Bachelor's",TRUE,-7,NA,48.93,NA,FALSE,NA,6,8,NA,NA,NA,NA,NA,NA,"<=50%",FALSE,8,8,NA,2
"8798","Public","AI/AN/Mixed","Two Parents",0.27,"Attend PS/Associate's","Bachelor's",TRUE,-7,NA,62.64,"1",TRUE,FALSE,5,8,NA,NA,NA,NA,NA,NA,"<=75%",TRUE,NA,4,"Associates/
Some Undergrad",4
"8799","Public","API","Two Parents",-1.17,"Some HS/GED","Advanced Degree",TRUE,-7,NA,42.35,NA,FALSE,NA,1,12,NA,NA,NA,NA,NA,NA,"<=50%",FALSE,6,6,NA,1
"8800","Public","Hispanic","Two Parents",-1.16,"Some HS/GED","Bachelor's",NA,-7,NA,36.38,"3",TRUE,FALSE,1,8,NA,NA,NA,NA,NA,NA,"<=75%",TRUE,NA,4,"Associates/
Some Undergrad",1
"8801","Public","API","Two Parents",-0.99,"Some HS/GED","Bachelor's",TRUE,-7,NA,36.71,"3",FALSE,FALSE,1,8,NA,NA,NA,NA,NA,NA,"<=50%",FALSE,NA,8,"Associates/
Some Undergrad",1
"8802","Public","API","Two Parents",-1.28,"Some HS/GED","Bachelor's",TRUE,-7,NA,40.96,NA,FALSE,NA,1,8,NA,NA,NA,NA,NA,NA,"<=50%",FALSE,6,8,NA,1
"8803","Public","API","Two Parents",-0.37,"Attend PS/Associate's","Advanced Degree",TRUE,-7,NA,48.3,"2",FALSE,FALSE,6,10,NA,NA,NA,NA,NA,NA,"<=50%",FALSE,8,8,"Associates/
Some Undergrad",2
"8804","Public","Hispanic","Two Parents",-1.35,"Some HS/GED","Bachelor's",NA,-7,NA,36.82,"1",TRUE,FALSE,1,8,NA,NA,NA,NA,NA,NA,"<=75%",TRUE,8,6,"No GED",1
"8805","Public","API","Two Parents",0.13,"Attend PS/Associate's","Bachelor's",TRUE,-7,NA,59.11,"4",TRUE,TRUE,7,8,NA,NA,NA,NA,NA,NA,"<=75%",TRUE,NA,2,"Bachelors",4
"8806","Public","AI/AN/Mixed","Two Parents",-0.43,"Bachelors","Advanced Degree",TRUE,-7,NA,56.14,"4",TRUE,FALSE,8,12,NA,NA,NA,NA,NA,NA,"<=75%",TRUE,6,8,"Associates/
Some Undergrad",3
"8807","Public","Hispanic","Two Parents",0.06,"Attend PS/Associate's","Bachelor's",TRUE,-7,NA,42.43,"1",FALSE,FALSE,6,8,NA,NA,NA,NA,NA,NA,"<=50%",FALSE,NA,8,"Associates/
Some Undergrad",1
"8808","Public","Hispanic","Two Parents",-0.98,"Some HS/GED","Bachelor's",FALSE,-7,NA,35.7,"1",TRUE,FALSE,4,8,NA,NA,NA,NA,NA,NA,"<=75%",TRUE,4,4,"No GED",1
"8809","Public","Black","Two Parents",-0.32,"Some HS/GED","Bachelor's",TRUE,-7,NA,37.76,"3",FALSE,FALSE,4,8,NA,NA,NA,NA,NA,NA,"<=50%",FALSE,8,8,"Associates/
Some Undergrad",1
"8810","Public","White","Two Parents",-0.42,"Some HS/GED","Advanced Degree",TRUE,26,32.395,28.08,"1",TRUE,FALSE,4,12,NA,NA,NA,NA,NA,NA,"<=50%",FALSE,NA,4,"GED",1
"8811","Public","Hispanic","Two Parents",0.07,"Attend PS/Associate's","Bachelor's",TRUE,26,32.395,43.39,"2",TRUE,FALSE,5,8,NA,NA,NA,NA,NA,NA,"<=50%",FALSE,6,8,"Associates/
Some Undergrad",2
"8812","Public","Hispanic","Two Parents",0.26,"Attend PS/Associate's","Some HS/GED",NA,26,32.395,27.04,"1",TRUE,FALSE,7,4,NA,NA,NA,NA,NA,NA,"<=50%",FALSE,4,4,"No GED",1
"8813","Public",NA,"Two Parents",NA,NA,"Advanced Degree",NA,26,32.395,45.62,NA,FALSE,NA,NA,12,NA,NA,NA,NA,NA,NA,"<=50%",FALSE,NA,NA,NA,2
"8814","Public","Hispanic","Two Parents",0.55,"Bachelors","Bachelor's",FALSE,26,32.395,43.95,"1",FALSE,FALSE,8,8,NA,NA,NA,NA,NA,NA,"<=50%",FALSE,NA,4,"Associates/
Some Undergrad",2
"8815","Public","White","Single/Absent Parent",0.98,"Advanced Degree","Advanced Degree",TRUE,26,32.395,28.38,"1",FALSE,FALSE,10,12,NA,NA,NA,NA,NA,NA,"<=50%",FALSE,6,2,"Associates/
Some Undergrad",1
"8816","Public","AI/AN/Mixed","Single/Absent Parent",0.24,"Bachelors","Bachelor's",TRUE,26,32.395,70.66,NA,FALSE,NA,8,8,NA,NA,NA,NA,NA,NA,"<=50%",FALSE,8,8,NA,4
"8817","Public","Hispanic","Two Parents",0.12,"Attend PS/Associate's","Advanced Degree",FALSE,26,32.395,48.38,"3",FALSE,FALSE,5,10,NA,NA,NA,NA,NA,NA,"<=50%",FALSE,8,4,"Associates/
Some Undergrad",2
"8818","Public","White","Two Parents",0.15,"Attend PS/Associate's","Bachelor's",NA,26,32.395,43.32,"2",FALSE,FALSE,5,8,NA,NA,NA,NA,NA,NA,"<=50%",FALSE,7,6,"Associates/
Some Undergrad",2
"8819","Public","Hispanic","Two Parents",0.35,"Bachelors","Advanced Degree",TRUE,26,32.395,58.47,NA,FALSE,NA,8,10,NA,NA,NA,NA,NA,NA,"<=50%",FALSE,8,4,NA,4
"8820","Public","Hispanic","Two Parents",-0.55,"Some HS/GED","Bachelor's",TRUE,26,32.395,65.48,"1",FALSE,FALSE,1,8,NA,NA,NA,NA,NA,NA,"<=50%",FALSE,7,8,"Associates/
Some Undergrad",4
"8821","Public","Hispanic","Two Parents",0.13,"Attend PS/Associate's","Advanced Degree",FALSE,26,32.395,37.73,"2",FALSE,FALSE,5,12,NA,NA,NA,NA,NA,NA,"<=50%",FALSE,NA,6,"Associates/
Some Undergrad",1
"8822","Public","Hispanic","Single/Absent Parent",0.39,"Bachelors","Bachelor's",FALSE,26,32.395,32.99,NA,TRUE,NA,8,8,NA,NA,NA,NA,NA,NA,"<=50%",FALSE,6,4,NA,1
"8823","Public","Hispanic","Two Parents",-1.03,"Some HS/GED","Advanced Degree",TRUE,26,32.395,52.81,"2",FALSE,FALSE,1,10,NA,NA,NA,NA,NA,NA,"<=50%",FALSE,NA,6,"Associates/
Some Undergrad",3
"8824","Public","White","Two Parents",0.04,"Some HS/GED","Bachelor's",TRUE,26,32.395,51.79,"3",FALSE,TRUE,4,8,NA,NA,NA,NA,NA,NA,"<=50%",FALSE,8,8,"Bachelors",3
"8825","Public","White","Two Parents",0.63,"Attend PS/Associate's","Bachelor's",TRUE,26,32.395,58.28,"2",FALSE,FALSE,7,8,NA,NA,NA,NA,NA,NA,"<=50%",FALSE,NA,8,"Associates/
Some Undergrad",4
"8826","Public","Hispanic","Two Parents",0.16,"Advanced Degree","Advanced Degree",TRUE,26,32.395,49.12,"2",FALSE,FALSE,10,10,NA,NA,NA,NA,NA,NA,"<=50%",FALSE,8,8,"Associates/
Some Undergrad",2
"8827","Public","Black","Two Parents",0.6,"Bachelors","Advanced Degree",TRUE,26,32.395,64.08,"4",FALSE,TRUE,8,12,NA,NA,NA,NA,NA,NA,"<=50%",FALSE,8,8,"Master's/
Post-Bacc. Cert.",4
"8828","Public","Hispanic","Two Parents",-1.61,"Some HS/GED","Advanced Degree",FALSE,26,32.395,38.45,"3",TRUE,FALSE,1,10,NA,NA,NA,NA,NA,NA,"<=50%",FALSE,NA,7,"No GED",1
"8829","Public",NA,"Single/Absent Parent",NA,NA,"Bachelor's",NA,26,32.395,48.55,NA,FALSE,NA,NA,8,NA,NA,NA,NA,NA,NA,"<=50%",FALSE,NA,NA,NA,2
"8830","Public","AI/AN/Mixed","Single/Absent Parent",0.03,"Attend PS/Associate's","Bachelor's",TRUE,26,32.395,48.18,"3",FALSE,FALSE,7,8,NA,NA,NA,NA,NA,NA,"<=50%",FALSE,6,6,"Associates/
Some Undergrad",2
"8831","Public",NA,"Two Parents",NA,NA,NA,NA,-8,NA,NA,"2",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"<=50%",FALSE,NA,NA,"Associates/
Some Undergrad",NA
"8832","Public","Hispanic","Two Parents",-0.28,"Attend PS/Associate's","Bachelor's",TRUE,95,13.506,44.49,"2",FALSE,FALSE,6,8,"Yes","Yes","Yes","Yes",TRUE,TRUE,"<=30%",FALSE,4,6,"Associates/
Some Undergrad",2
"8833","Public","White","Single/Absent Parent",0.28,"Bachelors","Advanced Degree",TRUE,95,13.506,58.12,"3",FALSE,TRUE,8,10,"Yes","Yes","Yes","Yes",TRUE,TRUE,"<=30%",FALSE,8,10,"Master's/
Post-Bacc. Cert.",4
"8834","Public","White","Two Parents",0.44,"Bachelors","Advanced Degree",TRUE,95,13.506,44.32,"2",FALSE,FALSE,8,10,"Yes","Yes","Yes","Yes",TRUE,TRUE,"<=30%",FALSE,7,7,"Associates/
Some Undergrad",2
"8835","Public","Hispanic","Single/Absent Parent",-0.55,"Some HS/GED","Bachelor's",TRUE,95,13.506,42.03,NA,FALSE,NA,4,8,"Yes","Yes","Yes","Yes",TRUE,TRUE,"<=30%",FALSE,4,6,NA,1
"8836","Public",NA,"Two Parents",NA,NA,"Bachelor's",NA,95,13.506,54.85,"4",FALSE,TRUE,NA,8,"Yes","Yes","Yes","Yes",TRUE,TRUE,"<=30%",FALSE,NA,NA,"Bachelors",3
"8837","Public","White","Single/Absent Parent",0.55,"Bachelors","Bachelor's",TRUE,95,13.506,48.73,NA,FALSE,NA,8,8,"Yes","Yes","Yes","Yes",TRUE,TRUE,"<=30%",FALSE,8,6,NA,2
"8838","Public","Black","Two Parents",-0.54,"Attend PS/Associate's","Advanced Degree",TRUE,95,13.506,50.18,"3",FALSE,FALSE,6,12,"Yes","Yes","Yes","Yes",TRUE,TRUE,"<=30%",FALSE,8,8,"Associates/
Some Undergrad",2
"8839","Public","AI/AN/Mixed","Single/Absent Parent",0.4,"Bachelors",NA,TRUE,95,13.506,40.6,"3",FALSE,FALSE,8,6,"Yes","Yes","Yes","Yes",TRUE,TRUE,"<=30%",FALSE,8,8,"Associates/
Some Undergrad",1
"8840","Public","Black","Single/Absent Parent",0.34,"Bachelors","Advanced Degree",TRUE,95,13.506,36.17,"2",FALSE,FALSE,8,10,"Yes","Yes","Yes","Yes",TRUE,TRUE,"<=30%",FALSE,4,NA,"Associates/
Some Undergrad",1
"8841","Public","AI/AN/Mixed","Two Parents",0.3,"Attend PS/Associate's","Bachelor's",TRUE,95,13.506,64.53,"4",FALSE,TRUE,5,8,"Yes","Yes","Yes","Yes",TRUE,TRUE,"<=30%",FALSE,10,8,"Bachelors",4
"8842","Public","Hispanic","Single/Absent Parent",-0.1,"Bachelors","Advanced Degree",FALSE,95,13.506,40.3,"3",FALSE,TRUE,8,12,"Yes","Yes","Yes","Yes",TRUE,TRUE,"<=30%",FALSE,NA,6,"Bachelors",1
"8843","Public","White","Two Parents",0.9,"Bachelors","Bachelor's",FALSE,95,13.506,34.57,"1",FALSE,FALSE,8,8,"Yes","Yes","Yes","Yes",TRUE,TRUE,"<=30%",FALSE,4,NA,"GED",1
"8844","Public","White","Two Parents",0.33,"Bachelors","Advanced Degree",TRUE,95,13.506,49.64,"3",FALSE,TRUE,8,10,"Yes","Yes","Yes","Yes",TRUE,TRUE,"<=30%",FALSE,8,8,"Bachelors",2
"8845","Public","White","Two Parents",0.49,"Attend PS/Associate's","Bachelor's",TRUE,95,13.506,45.96,"3",FALSE,FALSE,7,8,"Yes","Yes","Yes","Yes",TRUE,TRUE,"<=30%",FALSE,8,NA,"Associates/
Some Undergrad",2
"8846","Public","Black","Single/Absent Parent",-0.94,"Some HS/GED","Advanced Degree",FALSE,95,13.506,43.06,"1",FALSE,FALSE,4,10,"Yes","Yes","Yes","Yes",TRUE,TRUE,"<=30%",FALSE,8,6,"Associates/
Some Undergrad",2
"8847","Public","Hispanic","Two Parents",-0.52,"Attend PS/Associate's","Bachelor's",FALSE,95,13.506,31.99,"1",FALSE,FALSE,6,8,"Yes","Yes","Yes","Yes",TRUE,TRUE,"<=30%",FALSE,6,6,"Associates/
Some Undergrad",1
"8848","Public",NA,"Single/Absent Parent",NA,NA,"Bachelor's",NA,95,13.506,48.95,NA,TRUE,NA,NA,8,"Yes","Yes","Yes","Yes",TRUE,TRUE,"<=30%",FALSE,NA,NA,NA,2
"8849","Public","Hispanic","Two Parents",0.11,"Some HS/GED",NA,FALSE,95,13.506,38.61,NA,FALSE,NA,4,6,"Yes","Yes","Yes","Yes",TRUE,TRUE,"<=30%",FALSE,7,6,NA,1
