"","SCHOOL_TYPE","RACE","FAM_COMP","SES","PT_ED","PT_PUSH","COMP_HOME","HAS_INTERNET","TEACHER_TECH_ACCESS","PERC_SOPH_COLLEGE_PREP","LOWEST_TEACHER_SALARY_THOUSANDS","TEST_COMP","SESQU_2011","DROPPED_OUT","ED_ATNMT_BACHELORS","PT_ED_YEARS","PT_PUSH_YEARS","SES_2011","BYA50A_1","BYA50B_1","BYA50C_1","BYA50D_1","BYA50E_1","BYA50F_1","BYA50G_1","BYA50H_1","BYA50K_1","FREE_LUNCH_CATEGORIES","FREE_LUNCH_MAJ"
"5850","Public","Black","Two Parents",-0.8,"Attend PS/Associate's","Advanced Degree","1","1",12,40,24.34,42.39,"1",FALSE,FALSE,6,12,0.39,1,1,1,1,1,1,1,1,1,"<=75%",TRUE
"5851","Public","White","Two Parents",0.67,"Bachelors","Advanced Degree","1","1",12,40,24.34,72.05,"1",FALSE,FALSE,8,12,0.46,1,1,1,1,1,1,1,1,1,"<=50%",FALSE
"5852","Public","Other","Two Parents",-0.67,"Some HS/GED","Advanced Degree","1","1",12,40,24.34,65.25,"2",FALSE,FALSE,4,12,0.42,1,1,1,1,1,1,1,1,1,"<=75%",TRUE
"5853","Public","Black","Two Parents",-1.61,"Some HS/GED","Advanced Degree","0","0",12,40,24.34,41.61,"1",FALSE,FALSE,1,12,0,1,1,1,1,1,1,1,1,1,"<=75%",TRUE
"5854","Public","White","Two Parents",0.34,"Attend PS/Associate's","Advanced Degree","1","1",12,40,24.34,62.51,"4",FALSE,TRUE,6,12,1.23,1,1,1,1,1,1,1,1,1,"<=75%",TRUE
"5855","Public","Black","Two Parents",-0.8,"Some HS/GED","Bachelor's","0","0",12,40,24.34,30.46,"1",TRUE,FALSE,1,8,0.42,1,1,1,1,1,1,1,1,1,"<=75%",TRUE
"5856","Public","White","Single/Absent Parent",0.29,"Attend PS/Associate's","Advanced Degree","1","1",12,40,24.34,55,"4",FALSE,TRUE,7,12,1.14,1,1,1,1,1,1,1,1,1,"<=75%",TRUE
"5857","Public","White","Two Parents",0.21,"Some HS/GED","Bachelor's","1","1",12,40,24.34,63.89,"3",FALSE,TRUE,4,8,0.23,1,1,1,1,1,1,1,1,1,"<=75%",TRUE
"5858","Public","White","Two Parents",0.47,"Attend PS/Associate's","Advanced Degree","1","1",12,40,24.34,54.35,"2",FALSE,FALSE,7,10,0.39,1,1,1,1,1,1,1,1,1,"<=75%",TRUE
"5859","Public","White","Two Parents",-0.12,"Some HS/GED","Bachelor's","1","1",12,40,24.34,55.85,"4",FALSE,TRUE,4,8,0.96,1,1,1,1,1,1,1,1,1,"<=75%",TRUE
"5860","Public","Black","Single/Absent Parent",-0.64,"Attend PS/Associate's","Advanced Degree","0","0",12,40,24.34,44.95,"1",FALSE,FALSE,6,12,0.39,1,1,1,1,1,1,1,1,1,"<=75%",TRUE
"5861","Public","White","Two Parents",-0.91,"Some HS/GED","Advanced Degree","1","1",12,40,24.34,49.55,"4",FALSE,TRUE,4,12,0.62,1,1,1,1,1,1,1,1,1,"<=75%",TRUE
"5862","Public","Black","Two Parents",-0.66,"Some HS/GED","Advanced Degree","1","1",12,40,24.34,49.94,"3",FALSE,FALSE,1,12,0.13,1,1,1,1,1,1,1,1,1,"<=75%",TRUE
"5863","Public","Other","Single/Absent Parent",-0.56,"Advanced Degree","Advanced Degree","1","1",12,40,24.34,30.34,"1",FALSE,FALSE,12,12,0.13,1,1,1,1,1,1,1,1,1,"<=75%",TRUE
"5864","Public","White","Two Parents",0.54,"Bachelors","Bachelor's","0","1",12,40,24.34,46.85,"3",FALSE,TRUE,8,8,0.2,1,1,1,1,1,1,1,1,1,"<=75%",TRUE
"5865","Public","Black","Single/Absent Parent",-1.17,"Some HS/GED","Advanced Degree","0","1",12,40,24.34,40.51,"1",TRUE,FALSE,4,10,0.39,1,1,1,1,1,1,1,1,1,"<=50%",FALSE
"5866","Public","Black","Two Parents",-1.36,"Some HS/GED","Advanced Degree","1","0",12,40,24.34,39.56,"2",FALSE,FALSE,4,12,0.13,1,1,1,1,1,1,1,1,1,"<=75%",TRUE
"5867","Public","Black","Two Parents",-1.15,"Some HS/GED","Advanced Degree","1","1",12,40,24.34,46.15,"1",TRUE,FALSE,4,10,0.45,1,1,1,1,1,1,1,1,1,"<=50%",FALSE
"5868","Public","Black","Two Parents",-1.23,"Some HS/GED","Bachelor's","1","1",12,40,24.34,51.11,"3",FALSE,TRUE,1,8,0.39,1,1,1,1,1,1,1,1,1,"<=75%",TRUE
"5869","Public","Black","Two Parents",-1.01,"Some HS/GED","Advanced Degree","0","0",12,40,24.34,27.77,"1",TRUE,FALSE,4,12,0.39,1,1,1,1,1,1,1,1,1,"<=75%",TRUE
"5870","Public","White","Two Parents",0.1,"Some HS/GED","Bachelor's","1","1",12,25,22,56.09,"2",FALSE,TRUE,4,8,0.42,1,1,3,3,3,2,3,3,2,">75%",TRUE
"5871","Public","Black","Two Parents",-0.69,"Attend PS/Associate's","Advanced Degree","1","1",12,25,22,43.43,"2",FALSE,FALSE,7,12,0.39,1,1,3,3,3,2,3,3,2,">75%",TRUE
"5872","Public","Black","Two Parents",-1.53,"Some HS/GED","Bachelor's","1","1",12,25,22,43.88,"3",FALSE,TRUE,4,8,0.2,1,1,3,3,3,2,3,3,2,">75%",TRUE
"5873","Public","Black","Single/Absent Parent",-1.45,"Some HS/GED","Bachelor's","0","0",12,25,22,44.96,"2",FALSE,FALSE,4,8,0,1,1,3,3,3,2,3,3,2,">75%",TRUE
"5874","Public","White","Two Parents",0.28,"Attend PS/Associate's","Advanced Degree","1","1",12,25,22,53.59,"2",FALSE,FALSE,6,12,0.42,1,1,3,3,3,2,3,3,2,">75%",TRUE
"5875","Public","Black","Single/Absent Parent",-1.1,"Attend PS/Associate's","Bachelor's","0","0",12,25,22,39.2,"1",FALSE,FALSE,6,8,0,1,1,3,3,3,2,3,3,2,">75%",TRUE
"5876","Public","White","Two Parents",-0.36,"Attend PS/Associate's","Advanced Degree","1","1",12,25,22,49.05,"4",FALSE,TRUE,5,12,0.94,1,1,3,3,3,2,3,3,2,">75%",TRUE
"5877","Public","White","Two Parents",-0.81,"Some HS/GED","Some HS/GED","1","1",12,25,22,45.13,"1",FALSE,FALSE,4,6,0.13,1,1,3,3,3,2,3,3,2,">75%",TRUE
"5878","Public","White","Two Parents",0.64,"Bachelors","Bachelor's","1","1",12,25,22,57.28,"4",FALSE,TRUE,8,8,0.87,1,1,3,3,3,2,3,3,2,">75%",TRUE
"5879","Public","White","Two Parents",-0.69,"Some HS/GED","Bachelor's","1","1",12,25,22,52.73,"3",FALSE,FALSE,4,8,0.27,1,1,3,3,3,2,3,3,2,">75%",TRUE
"5880","Public","White","Single/Absent Parent",0,"Attend PS/Associate's","Bachelor's","1","1",12,25,22,47.25,"2",FALSE,FALSE,6,8,0.2,1,1,3,3,3,2,3,3,2,">75%",TRUE
"5881","Public","White","Two Parents",-0.08,"Attend PS/Associate's","Advanced Degree","1","0",12,25,22,54.35,"1",FALSE,FALSE,5,12,0.39,1,1,3,3,3,2,3,3,2,">75%",TRUE
"5882","Public","Black","Single/Absent Parent",-0.31,"Attend PS/Associate's","Advanced Degree","1","0",12,25,22,48.74,"3",TRUE,FALSE,5,10,0.11,1,1,3,3,3,2,3,3,2,">75%",TRUE
"5883","Public","White","Two Parents",-0.34,"Some HS/GED","Bachelor's","0","0",12,25,22,63,"4",FALSE,TRUE,4,8,0.54,1,1,3,3,3,2,3,3,2,">75%",TRUE
"5884","Public","Black","Single/Absent Parent",-0.78,"Some HS/GED","Some HS/GED","1","0",12,25,22,43.15,"1",FALSE,FALSE,4,4,0.39,1,1,3,3,3,2,3,3,2,">75%",TRUE
"5885","Public","White","Two Parents",-0.31,"Some HS/GED","Bachelor's","1","1",12,25,22,47.65,"1",FALSE,FALSE,4,8,0.39,1,1,3,3,3,2,3,3,2,">75%",TRUE
"5886","Public","White","Two Parents",-0.42,"Some HS/GED","Some HS/GED","1","1",12,25,22,42.33,"1",FALSE,FALSE,4,4,0.39,1,1,3,3,3,2,3,3,2,">75%",TRUE
"5887","Public","Black","Two Parents",-1.33,"Some HS/GED","Advanced Degree","0","0",12,25,22,47.72,"4",FALSE,TRUE,1,12,0.85,1,1,3,3,3,2,3,3,2,">75%",TRUE
"5888","Public","Black","Two Parents",-0.31,"Some HS/GED","Advanced Degree","0","1",12,25,22,37.11,"1",FALSE,FALSE,4,12,0.42,1,1,3,3,3,2,3,3,2,">75%",TRUE
"5889","Public","Black","Single/Absent Parent",-1.51,"Some HS/GED","Some HS/GED","0","0",12,25,22,35.94,"2",FALSE,FALSE,4,4,0.13,1,1,3,3,3,2,3,3,2,">75%",TRUE
"5890","Public","White","Two Parents",-0.41,"Some HS/GED","Advanced Degree","1","0",0,-7,25,48.94,"3",FALSE,FALSE,4,10,0.42,2,4,2,4,3,3,2,2,4,"<=30%",FALSE
"5891","Public","White","Single/Absent Parent",-0.49,"Some HS/GED","Bachelor's","1","0",0,-7,17,51.49,"3",FALSE,FALSE,4,8,0.34,2,2,2,3,1,2,2,2,3,"<=30%",FALSE
"5892","Public","White","Two Parents",0.02,"Attend PS/Associate's","Advanced Degree","1","1",0,-7,27.9,51.07,"2",FALSE,FALSE,5,10,0.07,1,1,1,1,2,1,1,2,3,"<=30%",FALSE
"5893","Public","White","Two Parents",0.32,"Bachelors","Bachelor's","1","1",0,-7,24.04,50.32,"1",FALSE,FALSE,8,8,0.08,3,3,4,4,4,3,3,3,4,"<=30%",FALSE
"5894","Public","White","Two Parents",0.62,"Attend PS/Associate's","Advanced Degree","1","1",0,-7,28,49.13,"2",FALSE,FALSE,6,10,0.27,3,4,4,4,3,2,1,2,3,"<=30%",FALSE
"5895","Public","White","Two Parents",0.32,"Bachelors","Bachelor's","1","1",0,-7,29.052,56.59,"2",FALSE,FALSE,8,8,0,4,4,4,4,3,3,3,4,4,"<=30%",FALSE
"5896","Public","White","Two Parents",-0.83,"Attend PS/Associate's","Bachelor's","1","0",0,-7,22,56.33,"4",FALSE,FALSE,5,6,0.64,1,1,1,2,2,3,2,3,3,"<=30%",FALSE
"5897","Public","White","Two Parents",-0.33,"Attend PS/Associate's","Advanced Degree","1","1",0,-7,26.414,46.29,"2",FALSE,FALSE,5,12,0.1,2,2,3,3,1,2,2,3,1,"<=30%",FALSE
"5898","Public","White","Two Parents",-0.74,"Some HS/GED","Bachelor's","1","1",0,-7,20.67,51.07,"4",FALSE,FALSE,4,8,0.74,3,2,4,3,3,2,2,3,3,"<=30%",FALSE
"5899","Public","Other","Two Parents",-1.34,"Some HS/GED","Bachelor's","1","0",0,-7,20.67,46.76,"1",FALSE,FALSE,4,6,0.21,2,2,2,3,3,2,2,2,2,"<=30%",FALSE
"5900","Public","White","Single/Absent Parent",-0.31,"Attend PS/Associate's","Bachelor's","0","0",0,-7,21.525,45.11,"1",FALSE,FALSE,5,8,0.04,1,2,1,2,1,1,1,2,2,"<=30%",FALSE
"5901","Public","White","Two Parents",1.31,"Advanced Degree","Advanced Degree","1","1",0,-7,35,60.76,"4",FALSE,TRUE,10,12,2.13,1,2,3,3,3,3,3,3,4,"<=30%",FALSE
"5902","Public","White","Single/Absent Parent",-0.67,"Attend PS/Associate's","Bachelor's","1","1",0,-7,22.998,55.11,"3",FALSE,FALSE,5,7,0.34,2,3,2,3,3,3,2,4,3,"<=30%",FALSE
"5903","Public","White","Two Parents",-0.4,"Attend PS/Associate's","Bachelor's","0","0",0,-7,12.305,42.94,"1",FALSE,FALSE,5,6,0.13,1,1,3,3,2,3,2,2,3,"<=30%",FALSE
"5904","Public","White","Two Parents",-0.26,"Attend PS/Associate's","Advanced Degree","1","1",0,-7,12.305,63,"4",FALSE,FALSE,6,10,0.95,1,1,1,2,1,2,1,3,3,"<=30%",FALSE
"5905","Public","White","Two Parents",-0.6,"Attend PS/Associate's","Advanced Degree","0","0",0,-7,25.312,48.08,"2",FALSE,FALSE,5,12,0.03,3,3,3,3,3,4,3,3,1,"<=30%",FALSE
"5906","Public","White","Two Parents",-0.69,"Attend PS/Associate's","Some HS/GED","1","1",0,-7,25.854,42.86,"2",FALSE,FALSE,5,4,0.34,1,1,3,2,2,1,2,2,3,"<=30%",FALSE
"5907","Public","White","Two Parents",-0.79,"Some HS/GED","Bachelor's","1","1",0,-7,25,60.1,"4",FALSE,TRUE,4,8,0.9,1,2,2,2,4,3,2,2,3,"<=30%",FALSE
"5908","Public","White","Two Parents",0.18,"Attend PS/Associate's","Bachelor's","1","0",0,-7,25.854,52.66,"4",FALSE,TRUE,6,8,1.12,1,2,1,2,3,2,1,1,2,"<=30%",FALSE
"5909","Public","White","Single/Absent Parent",0.64,"Bachelors","Bachelor's","1","0",0,-7,20.67,45.91,"2",FALSE,FALSE,8,8,0.37,1,2,3,3,2,2,2,3,2,"<=30%",FALSE
"5910","Public","White","Two Parents",-1.13,"Some HS/GED","Bachelor's","1","0",0,-7,20.67,47.02,"2",TRUE,FALSE,1,8,0.12,1,1,1,3,1,2,1,1,1,"<=50%",FALSE
"5911","Public","White","Two Parents",-0.79,"Some HS/GED","Bachelor's","0","0",0,-7,25.854,51.07,"3",FALSE,FALSE,4,8,0.18,1,2,1,2,2,2,2,2,1,"<=30%",FALSE
"5912","Public","Black","Two Parents",0.78,"Advanced Degree","Advanced Degree","1","1",9,37,28,48.68,"4",FALSE,TRUE,10,12,0.86,3,4,3,3,3,3,3,3,2,">75%",TRUE
"5913","Public","Black","Single/Absent Parent",-0.82,"Some HS/GED","Advanced Degree","0","0",9,37,28,47.8,"3",FALSE,FALSE,4,12,0,3,4,3,3,3,3,3,3,2,">75%",TRUE
"5914","Public","Black","Two Parents",-0.76,"Some HS/GED","Advanced Degree","1","1",9,37,28,60.79,"2",FALSE,FALSE,4,12,0.13,3,4,3,3,3,3,3,3,2,">75%",TRUE
"5915","Public","Black","Two Parents",-0.27,"Attend PS/Associate's","Bachelor's","0","0",9,37,28,43.93,"3",FALSE,TRUE,7,8,0,3,4,3,3,3,3,3,3,2,">75%",TRUE
"5916","Public","Black","Single/Absent Parent",-1.19,"Some HS/GED","Advanced Degree","1","1",9,37,28,38.96,"2",TRUE,FALSE,4,12,0.39,3,4,3,3,3,3,3,3,2,">75%",TRUE
"5917","Public","Black","Single/Absent Parent",-1.42,"Some HS/GED","Advanced Degree","0","0",9,37,28,38.9,"1",TRUE,FALSE,1,12,0,3,4,3,3,3,3,3,3,2,">75%",TRUE
"5918","Public","Black","Single/Absent Parent",-0.82,"Attend PS/Associate's","Advanced Degree","0","0",9,37,28,44.06,"1",FALSE,FALSE,5,12,0.42,3,4,3,3,3,3,3,3,2,">75%",TRUE
"5919","Public","Black","Single/Absent Parent",-1.45,"Some HS/GED","Bachelor's","0","0",9,37,28,44.55,"1",FALSE,FALSE,4,8,0.39,3,4,3,3,3,3,3,3,2,">75%",TRUE
"5920","Public","Black","Single/Absent Parent",-1.45,"Some HS/GED","Some HS/GED","0","0",9,37,28,32.25,"2",FALSE,FALSE,4,4,0.42,3,4,3,3,3,3,3,3,2,">75%",TRUE
"5921","Public","Black","Single/Absent Parent",-0.72,"Attend PS/Associate's","Bachelor's","0","0",9,37,28,41.68,"2",FALSE,FALSE,5,8,0.13,3,4,3,3,3,3,3,3,2,">75%",TRUE
"5922","Public","Black","Two Parents",-1.17,"Some HS/GED","Advanced Degree","0","0",9,37,28,45.29,"1",FALSE,FALSE,4,10,0,3,4,3,3,3,3,3,3,2,">75%",TRUE
"5923","Public","White","Two Parents",0.49,"Attend PS/Associate's","Bachelor's","1","1",10,40,28.6,32.01,"3",FALSE,FALSE,7,8,0.22,3,2,3,3,4,2,1,3,2,"<=30%",FALSE
"5924","Public","White","Two Parents",-0.11,"Attend PS/Associate's","Advanced Degree","1","1",10,40,28.6,42.48,"3",FALSE,FALSE,5,12,0.05,3,2,3,3,4,2,1,3,2,"<=30%",FALSE
"5925","Public","White","Single/Absent Parent",0.61,"Bachelors","Advanced Degree","1","1",10,40,28.6,45.31,"1",FALSE,FALSE,8,10,0.1,3,2,3,3,4,2,1,3,2,"<=30%",FALSE
"5926","Public","Black","Single/Absent Parent",-0.53,"Bachelors","Bachelor's","1","1",10,40,28.6,30.71,"1",TRUE,FALSE,8,8,0,3,2,3,3,4,2,1,3,2,"<=50%",FALSE
"5927","Public","White","Two Parents",0.1,"Some HS/GED","Bachelor's","1","1",10,40,28.6,30.07,"2",TRUE,FALSE,4,8,0.22,3,2,3,3,4,2,1,3,2,"<=30%",FALSE
"5928","Public","White","Two Parents",-0.24,"Attend PS/Associate's","Bachelor's","0","0",10,40,28.6,37.02,"3",FALSE,TRUE,5,8,0.09,3,2,3,3,4,2,1,3,2,"<=30%",FALSE
"5929","Public","White","Two Parents",-0.7,"Some HS/GED","Some HS/GED","1","1",10,40,28.6,23.67,"1",FALSE,FALSE,4,4,0.03,3,2,3,3,4,2,1,3,2,"<=30%",FALSE
"5930","Public","White","Two Parents",-0.23,"Attend PS/Associate's","Bachelor's","1","1",10,40,28.6,36.54,"2",FALSE,FALSE,7,7,0.08,3,2,3,3,4,2,1,3,2,"<=30%",FALSE
"5931","Public","White","Two Parents",-0.93,"Some HS/GED","Some HS/GED","1","1",10,40,28.6,37,"2",FALSE,FALSE,1,4,0.15,3,2,3,3,4,2,1,3,2,"<=30%",FALSE
"5932","Public","White","Two Parents",0.49,"Bachelors","Advanced Degree","1","1",10,40,28.6,49.42,"3",FALSE,TRUE,8,10,0.35,3,2,3,3,4,2,1,3,2,"<=50%",FALSE
"5933","Public","White","Two Parents",-0.77,"Attend PS/Associate's","Bachelor's","1","0",10,40,28.6,39.98,"2",TRUE,FALSE,6,6,0.34,3,2,3,3,4,2,1,3,2,"<=50%",FALSE
"5934","Public","White","Single/Absent Parent",0.96,"Advanced Degree","Bachelor's","0","0",10,40,28.6,47.25,"1",FALSE,FALSE,10,8,0.49,3,2,3,3,4,2,1,3,2,"<=30%",FALSE
"5935","Public","Hispanic","Two Parents",1.01,"Bachelors","Advanced Degree","1","1",10,40,28.6,52.99,"4",FALSE,TRUE,8,10,1.25,3,2,3,3,4,2,1,3,2,"<=30%",FALSE
"5936","Public","White","Single/Absent Parent",-0.9,"Some HS/GED","Advanced Degree","1","1",10,40,28.6,42.6,"1",FALSE,FALSE,4,12,0.39,3,2,3,3,4,2,1,3,2,"<=30%",FALSE
"5937","Public","Black","Two Parents",-0.44,"Attend PS/Associate's","Advanced Degree","1","1",10,40,28.6,44.31,"1",FALSE,FALSE,7,12,0.03,3,2,3,3,4,2,1,3,2,"<=30%",FALSE
"5938","Public","White","Two Parents",-0.2,"Attend PS/Associate's","Bachelor's","1","1",10,40,28.6,44.11,"3",FALSE,FALSE,6,8,0.39,3,2,3,3,4,2,1,3,2,"<=30%",FALSE
"5939","Public","White","Single/Absent Parent",-0.18,"Attend PS/Associate's","Bachelor's","0","0",10,40,28.6,46.74,"2",FALSE,FALSE,7,8,0.15,3,2,3,3,4,2,1,3,2,"<=30%",FALSE
"5940","Public","Black","Single/Absent Parent",-1.02,"Some HS/GED","Advanced Degree","0","0",10,40,28.6,30.32,"1",TRUE,FALSE,4,10,0.06,3,2,3,3,4,2,1,3,2,"<=50%",FALSE
"5941","Public","White","Two Parents",0.46,"Bachelors","Advanced Degree","1","1",10,40,28.6,33.96,"4",FALSE,FALSE,8,10,0.72,3,2,3,3,4,2,1,3,2,"<=30%",FALSE
"5942","Public","API","Two Parents",1.19,"Advanced Degree","Advanced Degree","1","1",10,40,28.6,48.12,"4",FALSE,TRUE,10,12,0.86,3,2,3,3,4,2,1,3,2,"<=30%",FALSE
"5943","Public","White","Two Parents",-0.28,"Attend PS/Associate's","Bachelor's","1","1",10,40,28.6,46.12,"1",FALSE,FALSE,5,8,0.39,3,2,3,3,4,2,1,3,2,"<=30%",FALSE
"5944","Public","White","Two Parents",0.35,"Attend PS/Associate's","Bachelor's","1","1",10,40,28.6,28.36,"2",FALSE,FALSE,7,8,0.42,3,2,3,3,4,2,1,3,2,"<=30%",FALSE
"5945","Public","White","Two Parents",1.06,"Advanced Degree","Advanced Degree","1","1",10,40,28.6,64.97,"4",FALSE,TRUE,10,12,1.36,3,2,3,3,4,2,1,3,2,"<=50%",FALSE
"5946","Public","White","Two Parents",0.04,"Some HS/GED","Advanced Degree","1","1",10,40,28.6,40.43,"2",FALSE,FALSE,4,10,0.45,3,2,3,3,4,2,1,3,2,"<=30%",FALSE
"5947","Public","White","Two Parents",-0.65,"Some HS/GED","Bachelor's","1","1",10,40,28.6,43.13,"1",TRUE,FALSE,4,6,0.01,3,2,3,3,4,2,1,3,2,"<=30%",FALSE
"5948","Public","White","Single/Absent Parent",0.02,"Attend PS/Associate's","Bachelor's","1","1",10,40,28.6,31.5,"2",FALSE,FALSE,6,8,0.51,3,2,3,3,4,2,1,3,2,"<=30%",FALSE
"5949","Public","White","Single/Absent Parent",-0.98,"Some HS/GED","Some HS/GED","1","1",10,40,28.6,26.14,"3",FALSE,FALSE,4,6,0.12,3,2,3,3,4,2,1,3,2,"<=50%",FALSE
"5950","Public","Black","Two Parents",-0.95,"Some HS/GED","Bachelor's","1","1",10,40,28.6,27.77,"1",TRUE,FALSE,4,8,0.21,3,2,3,3,4,2,1,3,2,"<=50%",FALSE
"5951","Public","White","Single/Absent Parent",0.19,"Bachelors","Advanced Degree","1","1",10,40,28.6,53.26,"4",FALSE,TRUE,8,12,1.23,3,2,3,3,4,2,1,3,2,"<=30%",FALSE
"5952","Public","Black","Single/Absent Parent",0.04,"Bachelors","Advanced Degree","0","1",0,-7,29.065,33.8,"1",FALSE,FALSE,8,12,0,3,3,3,3,3,4,3,3,3,"<=75%",TRUE
"5953","Public","White","Single/Absent Parent",-0.9,"Bachelors","Bachelor's","1","0",0,-7,25,55.81,"3",TRUE,FALSE,8,8,0.17,1,2,1,2,1,2,2,3,1,"<=50%",FALSE
"5954","Public",NA,"Single/Absent Parent",-0.96,"Some HS/GED","Bachelor's","1","1",0,-7,25,36.91,"2",TRUE,FALSE,4,8,0,1,2,1,3,3,2,2,3,3,"<=50%",FALSE
"5955","Public","White","Two Parents",-0.3,"Some HS/GED","Bachelor's","0","0",0,-7,22.189,41.38,"3",FALSE,FALSE,4,8,0.2,2,2,2,3,2,3,2,2,3,"<=50%",FALSE
"5956","Public","White","Two Parents",-1.6,"Some HS/GED","Some HS/GED","0","0",0,-7,25.854,40.19,"1",TRUE,FALSE,1,4,0.24,1,2,1,2,3,3,2,2,2,"<=50%",FALSE
"5957","Public","White","Two Parents",-0.11,"Attend PS/Associate's","Bachelor's","1","0",0,-7,22.189,46.13,"2",FALSE,FALSE,6,8,0.11,3,3,3,2,2,3,2,3,2,"<=50%",FALSE
"5958","Public","White","Two Parents",0.05,"Bachelors","Bachelor's","1","1",0,-7,14.28,40.98,"3",TRUE,FALSE,8,8,0.02,3,3,4,4,4,4,3,3,3,"<=50%",FALSE
"5959","Public","White","Two Parents",0.28,"Bachelors","Bachelor's","1","1",0,-7,28,59.1,"2",FALSE,TRUE,8,8,0.2,3,4,3,3,4,3,3,3,4,"<=75%",TRUE
"5960","Public","White","Single/Absent Parent",-0.77,"Some HS/GED","Some HS/GED","1","1",0,-7,25,39.16,"1",TRUE,FALSE,4,6,0.5,1,2,1,1,3,2,2,3,3,"<=50%",FALSE
"5961","Public","White","Two Parents",-1.18,"Some HS/GED","Bachelor's","0","0",0,-7,12.305,56.76,"1",FALSE,FALSE,4,8,0.13,4,4,4,4,4,4,4,4,4,"<=50%",FALSE
"5962","Public","White","Two Parents",-0.31,"Attend PS/Associate's","Advanced Degree","1","1",0,-7,31.34,58.1,"3",FALSE,FALSE,6,12,0.42,1,1,3,3,2,3,1,2,3,"<=75%",TRUE
"5963","Public","Hispanic","Single/Absent Parent",-0.73,"Attend PS/Associate's","Bachelor's","0","0",0,-7,14.28,30.38,"1",FALSE,FALSE,6,8,0.13,3,3,3,3,1,3,2,1,3,"<=75%",TRUE
"5964","Public","White","Two Parents",-0.41,"Some HS/GED","Bachelor's","1","1",0,-7,21.525,45.97,"1",FALSE,FALSE,4,8,0,4,3,3,4,3,3,3,3,3,"<=75%",TRUE
"5965","Public","White","Two Parents",0.11,"Attend PS/Associate's","Bachelor's","1","1",0,-7,34.6,52.14,"3",FALSE,TRUE,6,8,0.27,2,3,3,3,2,2,1,4,4,"<=75%",TRUE
"5966","Public","White","Two Parents",-0.4,"Attend PS/Associate's","Bachelor's","1","1",0,-7,10.5,59.13,"4",FALSE,TRUE,7,8,1.02,3,4,3,4,3,3,3,3,3,"<=75%",TRUE
"5967","Public","Other","Two Parents",-1.54,"Some HS/GED","Some HS/GED","1","0",0,-7,20.67,33.23,"1",FALSE,FALSE,1,4,0.42,1,1,2,3,1,1,1,2,3,"<=75%",TRUE
"5968","Public","White","Two Parents",-0.97,"Some HS/GED","Bachelor's","1","1",0,-7,27.335,37.34,"1",TRUE,FALSE,4,8,0.13,1,1,1,3,1,1,1,2,2,"<=50%",FALSE
"5969","Public","White","Two Parents",-0.69,"Attend PS/Associate's","Bachelor's","1","0",0,-7,27.9,43.64,"1",FALSE,FALSE,5,8,0.13,4,3,3,4,3,3,2,2,3,"<=75%",TRUE
"5970","Public","White","Single/Absent Parent",-0.44,"Attend PS/Associate's","Advanced Degree","1","1",0,-7,28,51.65,"3",FALSE,FALSE,5,12,0.23,4,3,3,3,3,2,2,1,2,"<=75%",TRUE
"5971","Public","White","Two Parents",-1.1,"Some HS/GED","Advanced Degree","1","1",0,-7,23.358,42.04,"2",FALSE,FALSE,4,10,0.13,2,2,3,3,2,2,2,3,3,"<=75%",TRUE
"5972","Public","White","Two Parents",-1.34,"Some HS/GED","Some HS/GED","0","0",0,-7,25,59.12,"1",FALSE,FALSE,4,6,0.39,3,4,4,4,2,3,3,2,4,"<=75%",TRUE
"5973","Public","White","Two Parents",0.02,"Bachelors","Advanced Degree","1","1",0,-7,24,43.77,"1",TRUE,FALSE,8,12,0.21,3,2,4,4,2,3,2,3,2,"<=50%",FALSE
"5974","Public","White","Two Parents",-0.52,"Attend PS/Associate's","Some HS/GED","0","0",0,-7,25,37.57,"1",TRUE,FALSE,5,6,0.42,2,2,3,4,3,4,3,3,4,"<=75%",TRUE
"5975","Public","White","Single/Absent Parent",-0.06,"Attend PS/Associate's","Advanced Degree","1","1",13,65,28,59.35,"1",FALSE,FALSE,7,10,0.14,1,1,1,1,1,1,1,1,1,"<=30%",FALSE
"5976","Public","White","Two Parents",-0.38,"Some HS/GED","Advanced Degree","1","1",13,65,28,49.85,"1",FALSE,FALSE,4,12,0.42,1,1,1,1,1,1,1,1,1,"<=30%",FALSE
"5977","Public","White","Two Parents",-0.01,"Attend PS/Associate's","Bachelor's","1","1",13,65,28,62.68,"3",FALSE,FALSE,7,8,0.2,1,1,1,1,1,1,1,1,1,"<=30%",FALSE
"5978","Public","White","Two Parents",0.45,"Advanced Degree","Bachelor's","1","1",13,65,28,52.48,"1",FALSE,FALSE,10,8,0.03,1,1,1,1,1,1,1,1,1,"<=30%",FALSE
"5979","Public","White","Two Parents",-0.24,"Some HS/GED","Bachelor's","1","1",13,65,28,44.18,"3",FALSE,TRUE,4,8,0.4,1,1,1,1,1,1,1,1,1,"<=30%",FALSE
"5980","Public","Hispanic","Two Parents",0.19,"Some HS/GED","Advanced Degree","1","1",13,65,28,44.6,"4",FALSE,TRUE,4,12,1.03,1,1,1,1,1,1,1,1,1,"<=30%",FALSE
"5981","Public","API","Two Parents",-0.92,"Some HS/GED","Advanced Degree","1","1",13,65,28,46.64,"1",FALSE,FALSE,1,12,0.1,1,1,1,1,1,1,1,1,1,"<=30%",FALSE
